City,Route Name (TR),Route Name (EN),Image URL,Stops,Stop Count
London,Kraliyet Parkları,Royal Parks Escape,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_36_d2054a672897.jpg,"Hyde Park, Notting Hill, Regent's Park",3
London,Ücretsiz Manzara Noktaları,Free Viewpoints,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_45_7ad5e80a64fa.jpg,"Sky Garden, Tate Modern, Tower Bridge",3
London,Camden Alternatif Rota,Camden Alternative,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_50_babdfe64744f.jpg,"Camden Market, Shoreditch, Brick Lane",3
Berlin,Soğuk Savaş Berlini,Cold War Berlin,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/berlin_duvari_aniti.jpg,"Berlin Duvarı Anıtı, Checkpoint Charlie, Topography of Terror, Tränenpalast, Holokost Anıtı, Potsdamer Platz, DDR Museum",7
Berlin,Kreuzberg Lokal Hayat,Kreuzberg Local Life,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_64_937fe82a24bb.jpg,"Türkischer Markt, Markthalle Neun, Badeschiff, Victoriapark, Görlitzer Park, Oberbaumbrücke, Curry 36",7
Berlin,Müze Adası,Museum Island,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/muze_adasi.jpg,"Müze Adası, Neues Museum, Berliner Dom, Altes Museum, Bode Müzesi, Pergamon Müzesi, James Simon Galeri",7
Berlin,Döner & Currywurst Turu,Döner & Currywurst Trail,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/mustafas_gemuse_kebap.jpg,"Mustafa's Gemüse Kebap, Curry 36, Burgermeister, Markthalle Neun, Konnopke's Imbiss, Risa Chicken",6
Berlin,Gece Hayatı Girişi,Club Scene Intro,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/raw_gelande.jpg,"RAW-Gelände, Urban Spree, Berghain, Watergate, Tresor, Wilden Renate, Kater Blau",7
Berlin,Tempelhof Özgürlüğü,Tempelhof Freedom,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/tempelhof_park.jpg,"Tempelhof Park, Schillerkiez, Klunkerkranich, Körnerpark, Hasenheide, Bergmannkiez",6
Berlin,Pazar Günü Mauerpark,Sunday at Mauerpark,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/mauerpark.jpg,"Mauerpark, Prenzlauer Berg, Bernauer Strasse, Kulturbrauerei, Arkonaplatz Flea Market, Prater Biergarten",6
Berlin,Prenzlauer Berg Kahvaltısı,Prenzlauer Berg Brunch,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/prenzlauer_berg.jpg,"Prenzlauer Berg, Mauerpark, Kollwitzplatz, Kastanienallee, Rykestrasse Synagogue, Helmholtzplatz",6
Berlin,Yahudi Berlin,Jewish Berlin,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/holokost_aniti.jpg,"Holokost Anıtı, Jewish Museum, Topography of Terror, New Synagogue, Otto Weidt's Workshop, Gleis 17",6
Berlin,Sokak Sanatı Turu,Street Art Safari,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/berlin/east_side_gallery.jpg,"East Side Gallery, RAW Gelände, Urban Spree, Haus Schwarzenberg, Teufelsberg, Mauerpark Murals",6
Amsterdam,Altın Çağ Kanalları,Golden Age Canals,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_56_41f150e87d0c.jpg,"Kanal Turu, Dam Meydanı, Begijnhof, Anne Frank Evi, Westerkerk, De 9 Straatjes",6
Amsterdam,Sanat & Başyapıtlar Yolu,Art & Masterpieces Trail,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_15_651c61044bd3.jpg,"Rijksmuseum, Van Gogh Müzesi, Stedelijk Museum, Moco Museum, Vondelpark, Concertgebouw",6
Amsterdam,Jordaan Bohem Gezisi,Jordaan Bohemian Wander,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_61_40f4aed3d424.jpg,"Jordaan, Anne Frank Evi, Winkel 43, Noordermarkt, Prinsengracht, Westerstraat",6
Amsterdam,Hollanda Lezzetleri & Pazarlar,Dutch Flavours & Markets,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_1_fe811e66bd7d.jpg,"Albert Cuyp Markt, Foodhallen, Heineken Experience, Brouwerij 't IJ, Van Stapele, Winkel 43",6
Amsterdam,Yerel Gibi Bisiklet Turu,Bike Like a Local,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_68_2d5d958d20e2.jpg,"Vondelpark, NDSM Wharf, A'DAM Lookout, Westerpark, IJ Ferry Cruise, Museumplein",6
Amsterdam,De Pijp Bohem Rotaları,De Pijp Bohemian Vibes,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_19_47aa434a6272.jpg,"Albert Cuyp Markt, Sarphatipark, Gerard Douplein, Heineken Experience, Museumplein, Rijksmuseum",6
Amsterdam,Red Light & Gizli Cevherler,Red Light & Hidden Gems,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/red_light_district_de_wallen.jpg,"Red Light District, Nieuwmarkt, Rembrandtplein, Door 74, Tales & Spirits, SkyLounge Amsterdam",6
Amsterdam,Noord Endüstriyel Stil,Noord Industrial Cool,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/hongkong/mu.jpg,"EYE Filmmuseum, NDSM Wharf, A'DAM Lookout, Straat Museum, Pllek, IJ Ferry Cruise",6
Amsterdam,Amsterdam'ın Yeşil Bahçeleri,Amsterdam's Green Oases,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_92_718fd760d92b.jpg,"Vondelpark, Hortus Botanicus, Oosterpark, Rembrandtpark, Westerpark, Beatrixpark",6
Amsterdam,Artizan Kahve & Kafeler,Artisanal Coffee & Cafes,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_9_68fb5a366682.jpg,"Lot Sixty One Coffee, Coffee & Coconuts, Pluk, Winkel 43, De Laatste Kruimel, Hannekes Boom",6
NewYork,İkonik Manhattan,Iconic Manhattan,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_16_f7740ba93d19.jpg,"Times Square, Empire State Building, Central Park, Rockefeller Center",4
NewYork,Brooklyn Köprüsü,Brooklyn Bridge & DUMBO,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_4_d08de5b5755a.jpg,"Brooklyn Bridge, DUMBO, Pebble Beach, Time Out Market, Brooklyn Bridge Park, Grimaldi's",6
NewYork,High Line Parkuru,High Line & Chelsea,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_30_ab8b1e3d6ad0.jpg,"High Line, Chelsea Market, Little Island, Whitney Museum",4
NewYork,NY Yemek Turu,NYC Food Crawl,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_24_123e054ad350.jpg,"Joe's Pizza, Katz's Delicatessen, Ess-a-Bagel, Junior's",4
NewYork,Müze Rotası,Museum Mile,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_25_b20418c90853.jpg,"Metropolitan Museum, MoMA, Guggenheim, Neue Galerie",4
NewYork,Williamsburg,Williamsburg Hipster,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_76_959be52e6cc7.jpg,"Bedford Avenue, Smorgasburg, Domino Park",3
NewYork,Gökdelen Manzaraları,Skyline Views,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_7_4da1cace1dc8.jpg,"Top of the Rock, SUMMIT One Vanderbilt, Brooklyn Promenade",3
NewYork,Broadway Gecesi,Broadway & Nightlife,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_97_c9d270445613.jpg,"Broadway Theater District, 230 Fifth Rooftop, Blue Note",3
NewYork,Central Park Keşfi,Central Park Deep Dive,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_81_e90a64c74a6c.jpg,"Bethesda Fountain, The Ramble, Belvedere Castle",3
NewYork,SoHo Alışverişi,SoHo Shopping,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_62_f641e83684c1.jpg,"Broadway SoHo, Greene Street, Nolita",3
Tokyo,Tokyo Temelleri,Tokyo Essentials,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_23_349502cf700d.jpg,"Shibuya Crossing, Hachiko Statue, Meiji Shrine, Yoyogi Park, Senso-ji Temple, Tokyo Tower",6
Tokyo,Ramen Rotası,Ramen Pilgrimage,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_53_c6ec9d7690bc.jpg,"Ichiran Ramen, Afuri Ramen (Yuzu Ramen), Fuunji (Tsukemen), Ramen Street (Tokyo Station), Rokurinsha, Nakiryu (Michelin Star)",6
Tokyo,Akihabara Geek Turu,Akihabara Geek Tour,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_54_e745cc8c71c5.jpg,"Akihabara Electric Town, Mandarake Complex, Yodobashi Camera, Radio Kaikan, Super Potato (Retro Games), Maid Cafe",6
Tokyo,Shibuya & Harajuku,Shibuya & Harajuku,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_80_c6e351c137a4.jpg,"Shibuya Crossing, Miyashita Park, Takeshita Street, Cat Street, Omotesando",5
Tokyo,Tsukiji Pazar,Tsukiji Outer Market,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_74_7ece1d166382.jpg,"Tsukiji Outer Market, Sushizanmai Main Branch, Tamagoyaki shops, Tsukiji Hongwanji Temple, Kitsuneya (Beef Bowls)",5
Tokyo,Shinjuku Gecesi,Shinjuku Night,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_84_9d50396aa03a.jpg,"Kabukicho, Golden Gai, Omoide Yokocho (Piss Alley), Shinjuku Gyoen National Garden, Hanazono Shrine, Tokyo Metropolitan Govt Building",6
Tokyo,TeamLab Dijital Sanat,TeamLab Digital Art,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_18_c80ee539f623.jpg,"TeamLab Planets TOYOSU, TeamLab Borderless (Azabudai Hills), Mori Art Museum, Tokyo City View, Roppongi Hills",5
Tokyo,Shimokitazawa,Shimokitazawa Vintage,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_100_c85c5f25d737.jpg,"Shimokitazawa Station, Vintage Clothing Shops, Basement Bar (Live Music), Shirohige’s Cream Puff Factory, Setagaya Park",5
Tokyo,Konbini Turu,Konbini Food Tour,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_102_70fac3d60aee.jpg,"7-Eleven, Lawson, Family Mart",3
Tokyo,Eski Tokyo Asakusa,Old Tokyo Asakusa,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_82_cd622bd22762.jpg,"Senso-ji Temple, Nakamise Street, Kaminarimon Gate",3
Sevilla,Sevilla'nın Tarihi Kalbi,Historic Heart of Seville,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_44_1d53c785d361.jpg,"Real Alcázar, Catedral & Giralda, Plaza de España, Plaza del Cabildo, Archivo de Indias, Santa Cruz Neighborhood, Hospital de los Venerables, Jardines de Murillo",8
Sevilla,Triana & Nehir Keyfi,Triana & River Vibes,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sevilla/triana.jpg,"Triana, Torre del Oro, Mercado Lonja del Barranco, Castillo de San Jorge, Calle Betis, Puente de Isabel II, Mercado de Triana",7
Sevilla,Modern Sevilla & Parklar,Modern Seville & Parks,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sevilla/metropol_parasol_las_setas.jpg,"Metropol Parasol (Las Setas), Plaza de España, Torre Sevilla, Maria Luisa Park, Pabellón de la Navegación, CaixaForum Sevilla, Puente de la Barqueta",7
Sevilla,Otantik Tapas Turu,Authentic Tapas Crawl,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_2_ce590176e001.jpg,"Bodega Santa Cruz (Las Columnas), Eslava, El Rinconcillo, Casa Morales, Las Teresas, Mercado de la Encarnación, Cañabota",7
Madrid,Kraliyet Madrid İkonları,Imperial Madrid Landmarks,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/palacio_real.jpg,"Palacio Real, Plaza Mayor, Puerta del Sol, Gran Vía, Plaza de Cibeles, Templo de Debod",6
Madrid,Sanat Üçgeni Başyapıtları,Art Triangle Masterpieces,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_47_a5f48b322403.jpg,"Prado Müzesi, Reina Sofía Müzesi, Thyssen-Bornemisza, Retiro Parkı, CaixaForum, Atocha",6
Madrid,Kraliyet & Tarihi Madrid,Royal & Historic Madrid,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_101_ac38dc5796e7.jpg,"Palacio Real, Jardines de Sabatini, Plaza de la Villa, Teatro Real, Plaza de España, Templo de Debod",6
Madrid,Retiro Parkı & Şehir İkonları,Retiro Park & City Icons,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_103_2d857e5bef56.jpg,"Retiro Parkı, Puerta de Alcalá, Plaza de Cibeles, Gran Vía, Círculo de Bellas Artes, Edificio Metrópolis",6
Madrid,Eski Madrid'in Tapas Lezzetleri,Tapas & Flavours of Old Madrid,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_87_61aeada8c835.jpg,"Mercado de San Miguel, La Latina, El Rastro, Chocolatería San Ginés, Casa Labra, Sobrino de Botín, Casa Lucio",7
Florence,Rönesans Başyapıtları,Renaissance Masterpieces,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_98_d84aee96b2c5.jpg,"Duomo (Santa Maria del Fiore), Uffizi Galerisi, Accademia Galerisi, Palazzo Vecchio",4
Florence,Oltrarno Keşfi,Oltrarno Discovery,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_43_5af81c975d0a.jpg,"Ponte Vecchio, Palazzo Pitti, Boboli Bahçeleri, Piazzale Michelangelo, San Miniato al Monte",5
Florence,Lokal Lezzet & Pazarlar,Local Flavor & Markets,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_77_df3e17678144.jpg,"Mercato Centrale, Mercato di Sant'Ambrogio, Vivoli, San Lorenzo Pazarı",4
Florence,Kutsal Floransa,Sacred Florence,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_79_6a9a8e501e0d.jpg,"Santa Maria Novella, Santa Croce Bazilikası, Museo San Marco, Cappelle Medicee",4
Athens,Antik İhtişam,Ancient Glory,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/routes/route_photo_86_c8e30c3ff1f7.jpg,"Akropolis, Parthenon, Akropolis Müzesi, Odeon of Herodes Atticus",4
